-0.0016,-0.004688
-0.0015999998,-0.000781
-0.0015999996,-0.001758
-0.0015999994,-0.00625
-0.0015999992,-0.006055
-0.001599999,-0.002539
-0.0015999988,-0.001367
-0.0015999986,-0.001563
-0.0015999984,-0.00332
-0.0015999982,-0.008203
-0.001599998,-0.011133
-0.0015999978,-0.010547
-0.0015999976,-0.010156
-0.0015999974,-0.009961
-0.0015999972,-0.009961
-0.001599997,-0.011719
-0.0015999968,-0.012695
-0.0015999966,-0.012109
-0.0015999964,-0.014844
-0.0015999962,-0.020117
-0.001599996,-0.024219
-0.0015999958,-0.024609
-0.0015999956,-0.02207
-0.0015999954,-0.02168
-0.0015999952,-0.025
-0.001599995,-0.026562
-0.0015999948,-0.025977
-0.0015999946,-0.029492
-0.0015999944,-0.034766
-0.0015999942,-0.035156
-0.001599994,-0.037109
-0.0015999938,-0.043555
-0.0015999936,-0.04668
-0.0015999934,-0.04668
-0.0015999932,-0.049414
-0.001599993,-0.051953
-0.0015999928,-0.051758
-0.0015999926,-0.054688
-0.0015999924,-0.060938
-0.0015999922,-0.0625
-0.001599992,-0.063281
-0.0015999918,-0.067578
-0.0015999916,-0.067969
-0.0015999914,-0.067188
-0.0015999912,-0.075
-0.001599991,-0.083594
-0.0015999908,-0.083594
-0.0015999906,-0.084961
-0.0015999904,-0.092188
-0.0015999902,-0.096289
-0.00159999,-0.094922
-0.0015999898,-0.096484
-0.0015999896,-0.102148
-0.0015999894,-0.105664
-0.0015999892,-0.108984
-0.001599989,-0.112695
-0.0015999888,-0.112891
-0.0015999886,-0.114844
-0.0015999884,-0.120312
-0.0015999882,-0.124414
-0.001599988,-0.127734
-0.0015999878,-0.130859
-0.0015999876,-0.132812
-0.0015999874,-0.135352
-0.0015999872,-0.139258
-0.001599987,-0.144336
-0.0015999868,-0.148633
-0.0015999866,-0.150391
-0.0015999864,-0.152344
-0.0015999862,-0.154102
-0.001599986,-0.154492
-0.0015999858,-0.158008
-0.0015999856,-0.164648
-0.0015999854,-0.167969
-0.0015999852,-0.167383
-0.001599985,-0.168555
-0.0015999848,-0.171875
-0.0015999846,-0.174805
-0.0015999844,-0.176758
-0.0015999842,-0.17793
-0.001599984,-0.179297
-0.0015999838,-0.181055
-0.0015999836,-0.181641
-0.0015999834,-0.183398
-0.0015999832,-0.183789
-0.001599983,-0.182031
-0.0015999828,-0.185742
-0.0015999826,-0.191797
-0.0015999824,-0.191406
-0.0015999822,-0.189453
-0.001599982,-0.190625
-0.0015999818,-0.19082
-0.0015999816,-0.189844
-0.0015999814,-0.188672
-0.0015999812,-0.188086
-0.001599981,-0.190234
-0.0015999808,-0.192969
-0.0015999806,-0.192383
-0.0015999804,-0.189648
-0.0015999802,-0.191406
-0.00159998,-0.194922
-0.0015999798,-0.191797
-0.0015999796,-0.186328
-0.0015999794,-0.186523
-0.0015999792,-0.188867
-0.001599979,-0.189063
-0.0015999788,-0.188086
-0.0015999786,-0.189258
-0.0015999784,-0.192773
-0.0015999782,-0.193164
-0.001599978,-0.190039
-0.0015999778,-0.187109
-0.0015999776,-0.186523
-0.0015999774,-0.190234
-0.0015999772,-0.192383
-0.001599977,-0.189258
-0.0015999768,-0.187891
-0.0015999766,-0.189258
-0.0015999764,-0.186914
-0.0015999762,-0.186914
-0.001599976,-0.192188
-0.0015999758,-0.192383
-0.0015999756,-0.188281
-0.0015999754,-0.189453
-0.0015999752,-0.192383
-0.001599975,-0.190234
-0.0015999748,-0.187695
-0.0015999746,-0.188281
-0.0015999744,-0.188867
-0.0015999742,-0.189063
-0.001599974,-0.191992
-0.0015999738,-0.195703
-0.0015999736,-0.195898
-0.0015999734,-0.192383
-0.0015999732,-0.188867
-0.001599973,-0.1875
-0.0015999728,-0.189453
-0.0015999726,-0.191602
-0.0015999724,-0.189258
-0.0015999722,-0.187891
-0.001599972,-0.191992
-0.0015999718,-0.194922
-0.0015999716,-0.192773
-0.0015999714,-0.190234
-0.0015999712,-0.189453
-0.001599971,-0.189453
-0.0015999708,-0.19043
-0.0015999706,-0.192383
-0.0015999704,-0.192969
-0.0015999702,-0.193359
-0.00159997,-0.194336
-0.0015999698,-0.192969
-0.0015999696,-0.190039
-0.0015999694,-0.190234
-0.0015999692,-0.191406
-0.001599969,-0.19082
-0.0015999688,-0.190234
-0.0015999686,-0.19043
-0.0015999684,-0.190039
-0.0015999682,-0.188477
-0.001599968,-0.189258
-0.0015999678,-0.192383
-0.0015999676,-0.189258
-0.0015999674,-0.181445
-0.0015999672,-0.180078
-0.001599967,-0.183594
-0.0015999668,-0.185352
-0.0015999666,-0.183594
-0.0015999664,-0.179492
-0.0015999662,-0.177344
-0.001599966,-0.177734
-0.0015999658,-0.176172
-0.0015999656,-0.173828
-0.0015999654,-0.17168
-0.0015999652,-0.167773
-0.001599965,-0.165039
-0.0015999648,-0.165625
-0.0015999646,-0.162695
-0.0015999644,-0.156445
-0.0015999642,-0.154102
-0.001599964,-0.154297
-0.0015999638,-0.152539
-0.0015999636,-0.149805
-0.0015999634,-0.147656
-0.0015999632,-0.146875
-0.001599963,-0.142969
-0.0015999628,-0.136523
-0.0015999626,-0.135156
-0.0015999624,-0.133984
-0.0015999622,-0.128711
-0.001599962,-0.127148
-0.0015999618,-0.126563
-0.0015999616,-0.118945
-0.0015999614,-0.111133
-0.0015999612,-0.109766
-0.001599961,-0.109766
-0.0015999608,-0.107227
-0.0015999606,-0.103125
-0.0015999604,-0.099023
-0.0015999602,-0.09668
-0.00159996,-0.094922
-0.0015999598,-0.09043
-0.0015999596,-0.083984
-0.0015999594,-0.079688
-0.0015999592,-0.078906
-0.001599959,-0.079688
-0.0015999588,-0.07832
-0.0015999586,-0.07207
-0.0015999584,-0.064844
-0.0015999582,-0.063867
-0.001599958,-0.066016
-0.0015999578,-0.062109
-0.0015999576,-0.05625
-0.0015999574,-0.052734
-0.0015999572,-0.046875
-0.001599957,-0.044922
-0.0015999568,-0.048047
-0.0015999566,-0.043945
-0.0015999564,-0.036914
-0.0015999562,-0.037305
-0.001599956,-0.035938
-0.0015999558,-0.030469
-0.0015999556,-0.028516
-0.0015999554,-0.02793
-0.0015999552,-0.026172
-0.001599955,-0.026562
-0.0015999548,-0.024609
-0.0015999546,-0.018945
-0.0015999544,-0.016016
-0.0015999542,-0.015039
-0.001599954,-0.014844
-0.0015999538,-0.014453
-0.0015999536,-0.011523
-0.0015999534,-0.00957
-0.0015999532,-0.009961
-0.001599953,-0.010742
-0.0015999528,-0.010742
-0.0015999526,-0.007812
-0.0015999524,-0.004297
-0.0015999522,-0.003711
-0.001599952,-0.004102
-0.0015999518,-0.005078
-0.0015999516,-0.007422
-0.0015999514,-0.006445
-0.0015999512,-0.004492
-0.001599951,-0.003711
-0.0015999508,-0.001953
-0.0015999506,-0.00293
-0.0015999504,-0.006836
-0.0015999502,-0.005859
-0.00159995,-0.002734
-0.0015999498,-0.004492
-0.0015999496,-0.007031
-0.0015999494,-0.003516
-0.0015999492,0.0
-0.001599949,-0.004883
-0.0015999488,-0.011133
-0.0015999486,-0.009375
-0.0015999484,-0.005078
-0.0015999482,-0.003125
-0.001599948,-0.001758
-0.0015999478,-0.005273
-0.0015999476,-0.011328
-0.0015999474,-0.00957
-0.0015999472,-0.005859
-0.001599947,-0.006836
-0.0015999468,-0.006641
-0.0015999466,-0.005273
-0.0015999464,-0.00332
-0.0015999462,-0.000195
-0.001599946,-0.001758
-0.0015999458,-0.006445
-0.0015999456,-0.006836
-0.0015999454,-0.004883
-0.0015999452,-0.005469
-0.001599945,-0.007422
-0.0015999448,-0.008984
-0.0015999446,-0.008594
-0.0015999444,-0.00625
-0.0015999442,-0.004297
-0.001599944,-0.004883
-0.0015999438,-0.007812
-0.0015999436,-0.011328
-0.0015999434,-0.010937
-0.0015999432,-0.006641
-0.001599943,-0.006055
-0.0015999428,-0.009375
-0.0015999426,-0.007031
-0.0015999424,-0.005273
-0.0015999422,-0.010156
-0.001599942,-0.011523
-0.0015999418,-0.008398
-0.0015999416,-0.00918
-0.0015999414,-0.00957
-0.0015999412,-0.007031
-0.001599941,-0.007617
-0.0015999408,-0.009766
-0.0015999406,-0.007031
-0.0015999404,-0.002734
-0.0015999402,-0.004688
-0.00159994,-0.008594
-0.0015999398,-0.006055
-0.0015999396,-0.004297
-0.0015999394,-0.00957
-0.0015999392,-0.009766
-0.001599939,-0.004688
-0.0015999388,-0.007031
-0.0015999386,-0.010937
-0.0015999384,-0.008398
-0.0015999382,-0.007031
-0.001599938,-0.008594
-0.0015999378,-0.008008
-0.0015999376,-0.007031
-0.0015999374,-0.007812
-0.0015999372,-0.011133
-0.001599937,-0.013477
-0.0015999368,-0.012891
-0.0015999366,-0.014453
-0.0015999364,-0.018945
-0.0015999362,-0.019727
-0.001599936,-0.017773
-0.0015999358,-0.018164
-0.0015999356,-0.019727
-0.0015999354,-0.022266
-0.0015999352,-0.027148
-0.001599935,-0.029297
-0.0015999348,-0.02793
-0.0015999346,-0.031055
-0.0015999344,-0.035547
-0.0015999342,-0.035352
-0.001599934,-0.035742
-0.0015999338,-0.039453
-0.0015999336,-0.043164
-0.0015999334,-0.048828
-0.0015999332,-0.05293
-0.001599933,-0.052539
-0.0015999328,-0.053906
-0.0015999326,-0.058594
-0.0015999324,-0.060547
-0.0015999322,-0.059766
-0.001599932,-0.059961
-0.0015999318,-0.065625
-0.0015999316,-0.074609
-0.0015999314,-0.07832
-0.0015999312,-0.077344
-0.001599931,-0.080078
-0.0015999308,-0.086523
-0.0015999306,-0.091602
-0.0015999304,-0.094336
-0.0015999302,-0.095898
-0.00159993,-0.097852
-0.0015999298,-0.103125
-0.0015999296,-0.108398
-0.0015999294,-0.110156
-0.0015999292,-0.112109
-0.001599929,-0.116211
-0.0015999288,-0.119727
-0.0015999286,-0.125
-0.0015999284,-0.130859
-0.0015999282,-0.132227
-0.001599928,-0.131641
-0.0015999278,-0.134766
-0.0015999276,-0.140625
-0.0015999274,-0.144531
-0.0015999272,-0.146289
-0.001599927,-0.149023
-0.0015999268,-0.151172
-0.0015999266,-0.15293
-0.0015999264,-0.159375
-0.0015999262,-0.165234
-0.001599926,-0.164844
-0.0015999258,-0.164453
-0.0015999256,-0.167773
-0.0015999254,-0.172266
-0.0015999252,-0.175195
-0.001599925,-0.173633
-0.0015999248,-0.173438
-0.0015999246,-0.178906
-0.0015999244,-0.182227
-0.0015999242,-0.181445
-0.001599924,-0.180664
-0.0015999238,-0.179492
-0.0015999236,-0.180078
-0.0015999234,-0.181836
-0.0015999232,-0.179297
-0.001599923,-0.176367
-0.0015999228,-0.177344
-0.0015999226,-0.17832
-0.0015999224,-0.177734
-0.0015999222,-0.177148
-0.001599922,-0.175586
-0.0015999218,-0.174609
-0.0015999216,-0.173242
-0.0015999214,-0.169141
-0.0015999212,-0.166211
-0.001599921,-0.166016
-0.0015999208,-0.163867
-0.0015999206,-0.157617
-0.0015999204,-0.151953
-0.0015999202,-0.149609
-0.00159992,-0.147461
-0.0015999198,-0.141992
-0.0015999196,-0.135352
-0.0015999194,-0.132617
-0.0015999192,-0.129883
-0.001599919,-0.122852
-0.0015999188,-0.114844
-0.0015999186,-0.109375
-0.0015999184,-0.105469
-0.0015999182,-0.100977
-0.001599918,-0.094141
-0.0015999178,-0.085352
-0.0015999176,-0.076758
-0.0015999174,-0.069922
-0.0015999172,-0.064453
-0.001599917,-0.05918
-0.0015999168,-0.053125
-0.0015999166,-0.047461
-0.0015999164,-0.041016
-0.0015999162,-0.032031
-0.001599916,-0.024805
-0.0015999158,-0.020117
-0.0015999156,-0.013672
-0.0015999154,-0.006445
-0.0015999152,-0.000586
-0.001599915,0.004883
-0.0015999148,0.011719
-0.0015999146,0.021094
-0.0015999144,0.029102
-0.0015999142,0.035742
-0.001599914,0.042578
-0.0015999138,0.048242
-0.0015999136,0.054492
-0.0015999134,0.062109
-0.0015999132,0.069531
-0.001599913,0.075195
-0.0015999128,0.077734
-0.0015999126,0.081445
-0.0015999124,0.090625
-0.0015999122,0.099023
-0.001599912,0.10293
-0.0015999118,0.107031
-0.0015999116,0.113867
-0.0015999114,0.119922
-0.0015999112,0.122266
-0.001599911,0.125977
-0.0015999108,0.133203
-0.0015999106,0.139844
-0.0015999104,0.145117
-0.0015999102,0.150195
-0.00159991,0.15293
-0.0015999098,0.155273
-0.0015999096,0.15625
-0.0015999094,0.156445
-0.0015999092,0.163086
-0.001599909,0.172266
-0.0015999088,0.172852
-0.0015999086,0.170117
-0.0015999084,0.176758
-0.0015999082,0.18418
-0.001599908,0.180469
-0.0015999078,0.175391
-0.0015999076,0.177734
-0.0015999074,0.179297
-0.0015999072,0.177344
-0.001599907,0.179883
-0.0015999068,0.185156
-0.0015999066,0.184375
-0.0015999064,0.179297
-0.0015999062,0.175977
-0.001599906,0.174805
-0.0015999058,0.175977
-0.0015999056,0.178516
-0.0015999054,0.178516
-0.0015999052,0.175977
-0.001599905,0.172266
-0.0015999048,0.167969
-0.0015999046,0.165234
-0.0015999044,0.163477
-0.0015999042,0.160742
-0.001599904,0.158398
-0.0015999038,0.156445
-0.0015999036,0.154102
-0.0015999034,0.15293
-0.0015999032,0.149219
-0.001599903,0.142187
-0.0015999028,0.137891
-0.0015999026,0.134766
-0.0015999024,0.132227
-0.0015999022,0.131445
-0.001599902,0.126953
-0.0015999018,0.121094
-0.0015999016,0.121289
-0.0015999014,0.120312
-0.0015999012,0.112109
-0.001599901,0.104297
-0.0015999008,0.100781
-0.0015999006,0.095898
-0.0015999004,0.093555
-0.0015999002,0.093945
-0.0015999,0.088867
-0.0015998998,0.081641
-0.0015998996,0.081055
-0.0015998994,0.081055
-0.0015998992,0.075586
-0.001599899,0.070508
-0.0015998988,0.070703
-0.0015998986,0.069727
-0.0015998984,0.062109
-0.0015998982,0.053906
-0.001599898,0.052734
-0.0015998978,0.053906
-0.0015998976,0.049023
-0.0015998974,0.041602
-0.0015998972,0.039844
-0.001599897,0.039648
-0.0015998968,0.036719
-0.0015998966,0.035156
-0.0015998964,0.034961
-0.0015998962,0.031641
-0.001599896,0.02793
-0.0015998958,0.026953
-0.0015998956,0.023438
-0.0015998954,0.018555
-0.0015998952,0.017578
-0.001599895,0.018164
-0.0015998948,0.01582
-0.0015998946,0.012305
-0.0015998944,0.011523
-0.0015998942,0.013867
-0.001599894,0.013086
-0.0015998938,0.009375
-0.0015998936,0.005859
-0.0015998934,0.001758
-0.0015998932,0.000781
-0.001599893,0.002148
-0.0015998928,-0.001563
-0.0015998926,-0.00625
-0.0015998924,-0.00293
-0.0015998922,0.001953
-0.001599892,0.000781
-0.0015998918,-0.003711
-0.0015998916,-0.004688
-0.0015998914,-0.000781
-0.0015998912,0.001953
-0.001599891,0.000977
-0.0015998908,-0.000195
-0.0015998906,-0.001172
-0.0015998904,-0.001563
-0.0015998902,-0.000781
-0.00159989,-0.002148
-0.0015998898,-0.005664
-0.0015998896,-0.005078
-0.0015998894,0.000195
-0.0015998892,0.002539
-0.001599889,-0.000586
-0.0015998888,-0.003516
-0.0015998886,-0.003125
-0.0015998884,-0.000195
-0.0015998882,0.001562
-0.001599888,-0.001758
-0.0015998878,-0.004102
-0.0015998876,-0.000391
-0.0015998874,0.002344
-0.0015998872,0.001367
-0.001599887,0.000586
-0.0015998868,0.0
-0.0015998866,0.000391
-0.0015998864,0.00293
-0.0015998862,0.003516
-0.001599886,0.001367
-0.0015998858,0.001172
-0.0015998856,0.003711
-0.0015998854,0.00332
-0.0015998852,-0.000586
-0.001599885,-0.001563
-0.0015998848,0.000586
-0.0015998846,0.002344
-0.0015998844,0.004883
-0.0015998842,0.005469
-0.001599884,0.001367
-0.0015998838,-0.003516
-0.0015998836,-0.003906
-0.0015998834,-0.000977
-0.0015998832,-0.000586
-0.001599883,-0.001953
-0.0015998828,0.001562
-0.0015998826,0.006055
-0.0015998824,0.002734
-0.0015998822,-0.00332
-0.001599882,-0.003516
-0.0015998818,-0.001953
-0.0015998816,-0.002344
-0.0015998814,-0.00293
-0.0015998812,-0.001953
-0.001599881,0.0
-0.0015998808,0.001367
-0.0015998806,0.001367
-0.0015998804,0.001367
-0.0015998802,0.002539
-0.00159988,0.003711
-0.0015998798,0.003711
-0.0015998796,0.004297
-0.0015998794,0.005664
-0.0015998792,0.003906
-0.001599879,0.002539
-0.0015998788,0.005273
-0.0015998786,0.005273
-0.0015998784,0.00293
-0.0015998782,0.004102
-0.001599878,0.006641
-0.0015998778,0.008008
-0.0015998776,0.008594
-0.0015998774,0.009375
-0.0015998772,0.010352
-0.001599877,0.012109
-0.0015998768,0.014844
-0.0015998766,0.015039
-0.0015998764,0.012891
-0.0015998762,0.014844
-0.001599876,0.019922
-0.0015998758,0.021484
-0.0015998756,0.020703
-0.0015998754,0.022266
-0.0015998752,0.026367
-0.001599875,0.031836
-0.0015998748,0.035352
-0.0015998746,0.034961
-0.0015998744,0.033398
-0.0015998742,0.03457
-0.001599874,0.039062
-0.0015998738,0.042578
-0.0015998736,0.041602
-0.0015998734,0.041406
-0.0015998732,0.045508
-0.001599873,0.048633
-0.0015998728,0.050391
-0.0015998726,0.053516
-0.0015998724,0.057031
-0.0015998722,0.05957
-0.001599872,0.0625
-0.0015998718,0.066797
-0.0015998716,0.070703
-0.0015998714,0.072461
-0.0015998712,0.073633
-0.001599871,0.076758
-0.0015998708,0.08125
-0.0015998706,0.084766
-0.0015998704,0.086328
-0.0015998702,0.089844
-0.00159987,0.097852
-0.0015998698,0.104687
-0.0015998696,0.105469
-0.0015998694,0.103906
-0.0015998692,0.107031
-0.001599869,0.114648
-0.0015998688,0.119531
-0.0015998686,0.119922
-0.0015998684,0.123242
-0.0015998682,0.128711
-0.001599868,0.132617
-0.0015998678,0.136523
-0.0015998676,0.137891
